subject,repetition,context,interference,g,swap,SD,nTrials
5,1,1,0,0.000718651580023696,0.000302121668702728,19.0996137754413,23
5,1,1,1,0.0790221462335828,0.00440536223144265,20.6186149330919,16
5,5,0,0,0.000677836748028241,0.000290040130817616,11.8988308667904,24
5,5,0,1,0.00370064431684778,6.56609199622821e-05,16.6541812480177,25
5,5,1,0,0.00082924950763767,0.00828621743875964,12.9977415354336,24
5,5,1,1,0.0043710024604303,0.00171412919613539,14.6175721141751,24
6,1,0,0,0.00484573129250291,0.000355367786580026,27.7750886760092,24
6,1,0,1,0.136033421557667,0.000709771672881401,28.5478457244004,25
6,1,1,0,0.035067088079829,0.0013129269874226,22.1433384016142,23
6,1,1,1,0.180785423968854,0.00307267382076391,24.1422116193189,23
6,5,0,0,0.00183995427375895,0.00121527934934797,13.2547561307001,22
6,5,0,1,0.015971865613876,0.00447747692083535,16.7815881961749,23
6,5,1,0,0.000992116183230797,0.000476413324055076,11.067779615328,23
6,5,1,1,0.145134636877928,0.00271602890373424,23.6452721821569,23
7,1,0,0,0.00193763795516966,0.00209470287271727,16.0821252446921,22
7,1,1,0,0.00169097378844311,0.00641676476960419,22.9962643695215,19
7,1,1,1,0.556150329411015,0.00143295477258712,57.1029300972845,27
7,5,0,0,0.00426515866472661,0.00279970616807342,17.1534815709917,27
7,5,0,1,0.166280092645279,0.000831347312471593,6.47468388992431,21
7,5,1,0,0.00336787501981369,0.00360228205628013,15.377371291789,25
7,5,1,1,0.00691052015953964,0.00097236221218998,21.0271130368148,26
8,1,0,0,0.0637112280032673,0.00349931661779431,17.0356290505015,24
8,1,0,1,0.660637321010267,0.000757659563610824,18.8616769603788,23
8,1,1,0,0.000152393639379456,0.00096496935756986,14.5628766889427,23
8,1,1,1,0.356882591051932,0.00392151219661083,29.1944986396604,21
8,5,0,0,0.0374597968069122,0.000258770859135216,11.5203574362134,25
8,5,0,1,0.0123176463404647,3.81635083492003e-05,13.1434820715189,19
8,5,1,0,0.000574970811320144,0.00128741280275933,21.4807784641939,25
8,5,1,1,0.0101409294261039,0.0025497359424387,19.2730788620936,25
9,1,0,0,0.00631215241487761,0.00175951436916129,28.9856657236693,27
9,1,0,1,0.287810852789412,0.160377667110214,11040.4712440311,22
9,1,1,0,0.0944162534902141,0.00154429574444667,28.5411570805526,24
9,1,1,1,0.552590235366893,0.16177523013703,91437625.0015767,23
9,5,0,0,0.129657166819736,0.00178232210928035,27.6638320098037,21
9,5,0,1,0.0505696241359923,0.000450295872358428,20.477555082772,25
9,5,1,0,0.0134020178622848,0.00059672065747432,26.2003454871833,28
9,5,1,1,0.00119882036003996,0.0018109606113669,32.1748535248763,21
10,1,0,0,0.204139953073224,0.00252758268721227,22.718053772156,28
10,1,1,0,0.195030827254732,0.00412871967779948,23.8373841718264,22
10,1,1,1,0.183957254421937,0.631195079441441,250297343.368464,24
10,5,0,0,0.0605773618466758,0.00192204848610674,17.4938250761803,28
10,5,0,1,0.364952678647702,0.000120981541138002,18.6969569473448,22
10,5,1,0,0.00568085729786344,0.00418549752407815,23.1804796032587,22
10,5,1,1,0.168348319389056,0.000929482721099391,14.8939381430252,21
11,1,0,0,0.0670405664048605,0.00167868649629512,20.8875354422767,22
11,1,0,1,0.00246944209210634,0.13312316024553,5107271.91240137,28
11,1,1,0,0.0997693835135615,0.00305052686734365,20.7929735480166,24
11,5,0,0,0.0456208072482753,6.85840745339936e-05,17.3656824616838,23
11,5,0,1,0.10903864608189,0.00620503051094784,26.7538722974443,25
11,5,1,0,0.0233589125594459,0.00044458603495841,22.7775250868864,23
11,5,1,1,0.0671232914577998,0.000943669151452431,32.1728884249922,22
13,1,0,0,0.0411808814951298,0.000170825396980723,13.9763333365509,23
13,1,0,1,0.412876829144101,0.00304645360514233,26.7136408124694,21
13,1,1,0,0.00345698106078883,0.00793128643298909,14.964626523053,26
13,1,1,1,0.221433934551025,0.00161467959475526,21.3700331898728,23
13,5,0,0,0.00513844052541435,0.0104231234815984,15.8369644527533,25
13,5,0,1,0.00573054964929078,0.00862943507437618,14.5785265921529,21
13,5,1,0,0.0796262489919367,0.000421609708577912,12.4004453015083,24
13,5,1,1,0.00529221644187011,0.000963342424315331,19.1719789385041,22
14,1,0,0,0.105390569605225,0.000373507538279329,29.12231443343,25
14,1,0,1,0.18433033622042,0.221697991057183,105.543611951703,26
